LOC_ID,NAME,ADDRESS,ADDRESS2,MUNI_NAME,PROVINCE,POSTAL_CODE,NOTES,STATUS,PHONE,WEBSITE,REC_ID,PROPERTY_TYPE,LOC_TYPE,FOM_NAME,FOM_TYPE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,LOC_CODE,COUNTRY,LOC_ADD_ID,LAT,LONG
RLC10214,BC Cancer – Victoria,2410 Lee Avenue,,Victoria,BC,V8R 6V5,,Current,,,5111,,Health,,HR,GISSTUD1,20190918225052,RACHELW,20240801180959,BCCANV,Canada,ARLC10214,1198211.5204,383601.1272
RLC10471,UBC Hiring Solutions,"2155 Allison Rd, Suite 224",,Vancouver,BC,V6T 1T5,,Current,,,5442,,Administrative,,HR,RACHELW,20241031170929,RACHELW,20241031203120,UBCHS,Canada,ARLC10471,1200841.0439,476119.3945
RLC10387,Three Bridges Community Health Centre,1128 Hornby Street,,Vancouver,BC,V6Z 2L4,,Current,,,5391,,Health,,HR,RACHELW,20191011174429,RACHELW,20240801180237,TBCHC,Canada,ARLC10387,1209180.3028,477875.2033
RLC10418,North Shore Stress & Anxiety Clinic,"145 Chadwick Court, Unit 330",,North Vancouver,BC,V7M 3K1,,Current,,,5394,,Health,,,RACHELW,20200908224942,RACHELW,20240801180237,NSSAC,Canada,ARLC10418,1212205.2987,481511.0006
RLC10419,Exchange Tower,"130 King Street West, Suite 1944",,Toronto,ON,M5X 1K6,,Current,,,5395,,Health,,,RACHELW,20201110060344,RACHELW,20240801180237,EXCHT,Canada,ARLC10419,4535706.4175,1059450.2996
RLC10422,Ridge Meadows Hospital & Health Care Centre,11666 Laity Street,,Maple Ridge,BC,V2X 7G5,,Current,,,5396,,Hospital,,,RACHELW,20210323051353,RACHELW,20240801180237,RMHHCC,Canada,ARLC10422,1245564.1596,472550.6518
RLC10160,Jim Pattison Outpatient Care & Surgery,9750 140th Street,,Surrey,BC,V3T 0G9,,Current,,,5297,,Hospital,,HR,,,RACHELW,20240801180237,JPOCSC,Canada,ARLC10160,1231041.6118,467754.2517
RLC10164,Surgical Consultants,2020 Richmond Road,,Victoria,BC,V8R 6R6,,Current,,,5300,,Health,,HR,,,RACHELW,20240801180237,SURGC,Canada,ARLC10164,1197934.7993,383147.7342
RLC10165,Assertive Community Treatment - N,526 Wentworth Street,,Nanaimo,BC,V9R 3E4,,Current,,,5301,,Health,,HR,,,RACHELW,20240801180237,ASTCTN,Canada,ARLC10165,1150083.7025,463352.3116
RLC10166,Heritage Medical Research Building,"3330 Hospital Drive NW, Unit 451B",,Calgary,AB,T2N 4N1,,Current,,,5302,,Health,,HR,,,RACHELW,20240801180237,HRMRB,Canada,ARLC10166,1826943.0896,741976.8123
RLC10110,Vancouver General Hospital - Heather Pavilion,2733 Heather Street,,Vancouver,BC,V5Z 4M2,,Current,604-875-4111,,5006,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHHP,Canada,ARLC10110,1209691.3262,475949.7524
RLC10132,Valemount Health Centre,1445 5th Avenue,,Valemount,BC,V0E 2Z0,,Current,250-566-9138,https://www.northernhealth.ca/locations/nh-primary-care-medical-clinics/valemount-health-centre,5277,,Health,Valemount,Community Educational Facility,,,RACHELW,20240801180237,VALHC,Canada,ARLC10132,1451567.7682,890750.5103
RLC10133,St. John Hospital,3255 Hospital Road,,Vanderhoof,BC,V0J 3A2,,Current,250-567-2211,https://www.northernhealth.ca/locations/hospitals/st-john-hospital,5278,,Hospital,Vanderhoof,Community Educational Facility,,,RACHELW,20240801180237,SJH,Canada,ARLC10133,1129940.0127,1004607.7826
RLC10134,West Kelowna Health Centre,"2300 Carrington Road, Unit 106",,West Kelowna,BC,V4T 2N6,,Current,250-980-5150,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=West%20Kelowna%20Health%20Centre&svc=Social%20Work%20Services&ploc=N/A,5279,,Health,Westbank,Community Educational Facility,,,RACHELW,20240801180237,WKLHC,Canada,ARLC10134,1458388.2355,555663.4205
RLC10135,Cariboo Memorial Hospital,517 6th Avenue North,,Williams Lake,BC,V2G 2G8,,Current,250-392-4411,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Cariboo%20Memorial%20Hospital&svc=CT%20Scan&ploc=N/A,5280,,Hospital,Williams Lake,Community Educational Facility,,,RACHELW,20240801180237,CARMH,Canada,ARLC10135,1263362.7129,799014.1028
RLC10137,Communicable Disease Control,"601 West Broadway, Unit 800",,Vancouver,BC,V5Z 4C2,,Current,,,5281,,Health,,HR,,,RACHELW,20240801180237,COMDC,Canada,ARLC10137,1209923.4048,476165.7395
RLC10328,Trail Mental Health,"1500 Columbia Ave, Unit 3",,Trail,BC,V1R 1J9,,Current,,,5346,,Health,,HR,GISSTUD1,20190920213230,RACHELW,20240801180237,TRLMH,Canada,ARLC10328,1605167.0384,489011.0538
RLC10329,Vancouver General Hospital - Willow Pavilion,805 West 12th Avenue,,Vancouver,BC,V5Z 1M9,,Current,,,5347,,Hospital,,Clinical Academic Campus,GISSTUD1,20190920220208,RACHELW,20240801180237,VGHWP,Canada,ARLC10329,1209596.8142,475882.9897
RLC10331,Joseph & Rosalie Segal & Family Health Centre,803 West 12th Avenue,,Vancouver,BC,V5Z 1N1,Replaced Willow Chest Centre,Current,,,5348,,Health,,HR,GISSTUD1,20190920220648,RACHELW,20240801180237,JRSFHC,Canada,ARLC10331,1209608.7389,475966.8115
RLC10332,Vernon Mental Health,1440 14th Avenue,,Vernon,BC,V1B 2T1,,Current,,,5349,,Health,,HR,GISSTUD1,20190920220938,RACHELW,20240801180237,VERMH,Canada,ARLC10332,1480534.5286,604646.0103
RLC10333,St. Joseph's General Hospital,2137 Comox Avenue,,Comox,BC,V9M 1P2,,Current,,,5350,,Hospital,,Community Educational Facility,GISSTUD1,20190920222120,RACHELW,20240801180237,SJGH,Canada,ARLC10333,1076447.56,518153.9784
RLC10413,Sunny Hill Health Centre - Building,3644 Slocan Street,,Vancouver,BC,V5M 3H4,,Retired,604-453-8300,http://www.bcchildrens.ca/our-services/sunny-hill-health-centre,5040,,Hospital,,HR,RACHELW,20200424211645,RACHELW,20240801180959,SHHCB,Canada,ARLC10413,1214985.7881,475178.2859
RLC10445,Sunny Hill Modular Building,3644 Slocan Street,,Vancouver,BC,V5M 3H4,,Retired,604-453-8300,http://www.bcchildrens.ca/our-services/sunny-hill-health-centre,5041,,Health,,,RACHELW,20220725234151,RACHELW,20240801180959,SUNMOD,Canada,ARLC10445,1214985.1559,475180.6139
RLC10358,BC Centre for Palliative Care,"601 6th Street, Unit 300",,New Westminster,BC,V3L 3C1,,Current,,,5368,,Health,,HR,GISSTUD1,20190920224149,RACHELW,20240801180959,BCCPC,Canada,ARLC10358,1224524.9683,471236.7594
RLC10401,BC Children's Hospital Research Institute - EDU (BCRI Education Centre),950 West 28th Avenue ,,Vancouver,BC,V5Z 4H4,,Current,604-875-2345,https://www.bcchr.ca/,5052,Leased to UBC,Hospital,BC Children's Hospital,Clinical Academic Campus,NIKT,20200128192944,RACHELW,20240801180959,BCHRID,Canada,ARLC10401,1209340.8746,474177.0379
RLC10403,BC Children's Hospital Research Institute - South Block (BCRI CMMT),950 West 28th Avenue ,,Vancouver,BC,V5Z 4H4,,Current,604-875-2345,https://www.bcchr.ca/,5054,Leased to UBC,Hospital,BC Children's Hospital,Clinical Academic Campus,NIKT,20200128193025,RACHELW,20240801180959,BCHRIS,Canada,ARLC10403,1209404.6873,474172.0792
RLC10402,BC Children's Hospital Research Institute - East Block (BCRI Variety Research),950 West 28th Avenue ,,Vancouver,BC,V5Z 4H4,,Current,604-875-2345,https://www.bcchr.ca/,5051,Leased to UBC,Hospital,BC Children's Hospital,Clinical Academic Campus,,,RACHELW,20240801180959,BCHRIE,Canada,ARLC10402,1209386.573,474201.8309
RLC10068,BC Children's Hospital Research Institute - North Block (BCRI CMMT),950 West 28th Avenue ,,Vancouver,BC,V5Z 4H4,,Current,604-875-2345,https://www.bcchr.ca/,5053,Leased to UBC,Hospital,BC Children's Hospital,Clinical Academic Campus,NIKT,20200128192955,RACHELW,20240801180959,BCHRIN,Canada,ARLC10068,1209365.2321,474200.5091
RLC10407,BC Women’s Hospital - Shaughnessy H Block,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5062,,Hospital,,Clinical Academic Campus,NIKT,20200128233424,RACHELW,20240801180959,BCWHH,Canada,ARLC10407,1209657.8281,474067.3496
RLC10148,BC's Agency for Pathology and Laboratory Medicine,"1867 West Broadway, Unit 300",,Vancouver,BC,V6J 1Y5,,Current,,,5289,,Health,,HR,,,RACHELW,20240801180959,BCAPL,Canada,ARLC10148,1207768.6068,476123.597
RLC10147,BC Cancer Agency - North,1215 Lethbridge Street,,Prince George,BC,V2N 7E9,,Current,,,5288,,Health,,HR,,,RACHELW,20240801180959,BCCANN,Canada,ARLC10147,1212022.029,994734.3735
RLC10338,The Workers' Compensation Board - Alberta,9912 107 Street NW,,Edmonton,AB,T5K 1G5,WCB,Current,,,5354,<Null>,Administrative,,,RACHELW,20190920212115,RACHELW,20240801180237,WCBAB,Canada,ARLC10338,1822012.5068,1020790.4852
RLC10339,The Workers' Compensation Board - Saskatchewan,"1881 Scarth Street, Unit 200",,Regina,SK,S4P 4L1,WCB,Current,,,5355,<Null>,Administrative,,,RACHELW,20190920213139,RACHELW,20240801180237,WCBSK,Canada,ARLC10339,2495368.5773,831385.0449
RLC10340,The Workers' Compensation Board - Quebec,524 rue Bourdages,,Quebec City,QC,G1M 1A1,WCB,Current,,,5356,<Null>,Administrative,,,RACHELW,20190920213928,RACHELW,20240801180237,WCBQC,Canada,ARLC10340,4792602.1806,1745364.244
RLC10341,The Workers' Compensation Board - Ontario,200 Front Street West,,Toronto,ON,M5V 3J1,WCB,Current,,,5357,<Null>,Administrative,,,RACHELW,20190920214720,RACHELW,20240801180237,WCBON,Canada,ARLC10341,4535807.4442,1059022.9917
RLC10342,The Workers' Compensation Board - Nova Scotia,"5668 South Street, PO Box 1150",,Halifax,NS,B3J 2Y2,WCB,Current,,,5358,<Null>,Administrative,,,RACHELW,20190920215607,RACHELW,20240801180237,WCBNS,Canada,ARLC10342,5375877.6727,2024971.2739
RLC10343,The Workers' Compensation Board - Yukon,401 Strickland Street,,Whitehorse,YT,Y1A 5N8,WCB,Current,,,5359,<Null>,Administrative,,,RACHELW,20190920220125,RACHELW,20240801180237,WCBYT,Canada,ARLC10343,504779.6009,1780407.8487
RLC10344,The Workers' Compensation Board - New Brunswick,"1 Portland Street, PO Box 160",,Saint John,NB,E2L 3X9,WCB,Current,,,5360,<Null>,Administrative,,,RACHELW,20190920220840,RACHELW,20240801180237,WCBNB,Canada,ARLC10344,5193565.1625,1919541.8901
RLC10347,The Workers' Compensation Board - Prince Edward Island,"14 Weymouth Street, PO Box 757",,Charlottetown,PE,C1A 7L7,WCB,Current,,,5362,<Null>,Administrative,,,RACHELW,20190920221619,RACHELW,20240801180237,WCBPE,Canada,ARLC10347,5262308.7995,2164547.5826
RLC10348,The Workers' Compensation Board - Northwest Territories and Nunavut,5022 49th Street ,5th Floor Centre Square Tower,Yellowknife,NT,X1A 2R3,WCB,Current,,,5363,<Null>,Administrative,,,RACHELW,20190920222645,RACHELW,20240801180237,WCBNT,Canada,ARLC10348,1603385.7855,1990024.391
RLC10337,The Workers' Compensation Board - Manitoba,333 Broadway,,Winnipeg,MB,R3C 4W3,WCB,Current,,,5353,<Null>,Administrative,,,RACHELW,20190920211715,RACHELW,20240801180237,WCBMB,Canada,ARLC10337,3017101.5635,958196.2058
RLC10429,Remote Work Location - Saskatchewan,Remote Work Location - Saskatchewan,,,SK,S4P 4L1,Remote,Current,,,5401,<Null>,Administrative,,,RACHELW,20220121010005,RACHELW,20240801180237,WCBSK1,Canada,ARLC10429,2495369.4832,831383.7922
RLC10377,Vancouver General Hospital - Heather Pavilion East,700 West 10th Avenue,,Vancouver,BC,V5Z 3N9,,Current,,,5007,,Hospital,,Clinical Academic Campus,GISSTUD1,20190923204124,RACHELW,20240801180237,VGHHPE,Canada,ARLC10377,1209752.4485,476017.6975
RLC10105,Vancouver General Hospital - Jack Bell Research Centre,2660 Oak Street,,Vancouver,BC,V6H 3Z6,,Current,604-875-4111,,5008,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHJBC,Canada,ARLC10105,1209309.2415,475970.0141
RLC10103,Vancouver General Hospital - Blusson Spinal Cord Centre,818 West 10th Avenue,,Vancouver,BC,V5Z 1M9,,Current,604-675-8800,http://icord.org,5003,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHBSC,Canada,ARLC10103,1209586.1605,476009.6467
RLC10173,Vancouver General Hospital - Jim Pattison Pavilion North,910 West 10th Avenue,,Vancouver,BC,V5Z 1M9,,Current,,,5010,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHJPN,Canada,ARLC10173,1209473.5822,476000.9249
RLC10107,Vancouver General Hospital - Leon Judah Blackmore Pavilion,855 West 12th Avenue,,Vancouver,BC,V5Z 1M9,,Current,604-875-4830,http://www.vch.ca/Locations-Services/result?res_id=827,5012,,Hospital,Vancouver General/UBC Hospitals,Clinical Academic Campus,,,RACHELW,20240801180237,VGHLBP,Canada,ARLC10107,1209550.9984,475892.2148
RLC10108,Vancouver General Hospital - Research Pavilion,828 West 10th Avenue,,Vancouver,BC,V5Z 1M9,,Current,604-875-4111,<Null>,5014,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHRP,Canada,ARLC10108,1209536.1446,476008.8369
RLC10109,Vancouver General Hospital - Robert H.N. Ho Research Centre,2635 Laurel Street,,Vancouver,BC,V5Z 1M9,,Current,604-875-4111,,5015,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHRRC,Canada,ARLC10109,1209343.1158,475981.6047
RLC10106,Vancouver General Hospital - Skin Care Centre,835 West 10th Avenue,,Vancouver,BC,V5Z 4E8,,Current,604-875-5151,http://www.skincarecentre.ca/,5009,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHSCC,Canada,ARLC10106,1209574.8649,476066.9054
RLC10441,Richmond Hospital - South Tower,7000 Westminster Highway,,Richmond,BC,V6X 1A2,,Current,604-278-9711,http://www.vch.ca/Locations-Services/result?res_id=1,5413,,Hospital,Richmond Hospital,Affiliated Regional Centre,RACHELW,20220513161432,RACHELW,20240801180237,RHSTW,Canada,ARLC10441,1208284.9995,465557.5899
RLC10004,BC Women’s Hospital,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,604-875-2424,http://bcwomens.ca/,5056,,Hospital,BC Women's Hospital & Health Centre,Clinical Academic Campus,,,RACHELW,20240801180959,BCWH,Canada,ARLC10004,1209490.0657,473979.4953
RLC10211,BC Children​'​​s Hospital,4480 Oak Street,,Vancouver,BC,V6H 3N1,,Current,604-875-2345,http://www.bcchildrens.ca,5338,,Hospital,,Clinical Academic Campus,RACHELW,20201110055252,RACHELW,20240801180959,BCCH,Canada,ARLC10211,1209416.3036,474076.073
RLC10181,BC Cancer – Kelowna,399 Royal Avenue,,Kelowna,BC,V1Y 5L3,,Current,,,5316,,Health,,HR,,,RACHELW,20240801180959,BCAA,Canada,ARLC10181,1467020.6347,561261.6773
RLC10003,BC Cancer Agency,600 West 10th Avenue,,Vancouver,BC,V5Z 4E6,,Current,604-877-6000,http://bccancer.bc.ca/,5032,,Health,BC Cancer Agency,Clinical Academic Campus,,,RACHELW,20240801180959,BCCAN,Canada,ARLC10003,1209836.8849,476008.4433
RLC10122,Associate Medical Clinic Laboratory,1973 Columbia Avenue,,Rossland,BC,V0G 1R0,,Current,250-362-7307,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Associate%20Medical%20Clinic%20Laboratory&svc=Laboratory%20Outpatient%20Services&ploc=N/A,5267,,Health,Rossland,Community Educational Facility,,,RACHELW,20240801180959,AMCLB,Canada,ARLC10122,1598400.1425,485856.9258
RLC10013,Valleyview Medical Clinic,1400 Cowichan Bay Road,,Cobble Hill,BC,V0R 1L3,,Current,250-743-9395,,5208,,Health,Cobble Hill,Community Educational Facility,,,RACHELW,20240801180959,VALMC,Canada,ARLC10013,1176314.3708,413486.4049
RLC10448,Cranbrook Internal Medicine,44 12th Ave. S.,,Cranbrook,BC,V1C 2R7,,Current,,,5419,,Health,,,RACHELW,20230531170856,RACHELW,20240801180959,CRANIM,Canada,ARLC10448,1739138.5982,552906.5656
RLC10204,Cedar Project - Prince George,"1112 6th Avenue, Unit 101",,Prince George,BC,V2L 3M6,,Current,,,5331,,Health,,HR,,,RACHELW,20240801180959,CEDAR,Canada,ARLC10204,1213242.1154,994923.0388
RLC10442,University of Northern British Columbia - Teaching and Learning Centre,3333 University Way,,Prince George,BC,V2N 4Z9,,Current,250-960-5555,https://www.unbc.ca/,5235,,Academic,University of Northern British Columbia,,RACHELW,20220530204805,RACHELW,20240801180959,UNBCT,Canada,ARLC10442,1208882.6621,992648.9265
RLC10161,Valley Medical Laboratories,"537 Leon Avenue, Unit 105",,Kelowna,BC,V1Y 6J5,,Current,,,5298,,Health,,HR,,,RACHELW,20240801180959,VALML,Canada,ARLC10161,1467125.7524,562413.8914
RLC10428,Remote Work Location - Alberta,Remote Work Location - Alberta,,,AB,T5K 1G5,Remote,Current,,,5400,<Null>,Administrative,,,RACHELW,20220121010005,RACHELW,20240801180237,WCBAB1,Canada,ARLC10428,1822012.8188,1020790.0564
RLC10427,Remote Work Location - Manitoba,Remote Work Location - Manitoba,,,MB,R3C 4W3,Remote,Current,,,5399,<Null>,Administrative,,,RACHELW,20220121010005,RACHELW,20240801180237,WCBMB1,Canada,ARLC10427,3017101.6106,958196.1274
RLC10016,Creston Valley Hospital and Health Centre,312 15th Avenue North,,Creston,BC,V0B 1G0,,Current,250-428-2286,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Creston%20Valley%20Hospital%20%25and%25%20Health%20Centre&svc=&ploc=,5210,,Hospital,Creston,Community Educational Facility,,,RACHELW,20240801180237,CVHHC,Canada,ARLC10016,1691918.7791,500034.6907
RLC10017,Cumberland Health Centre,2696 Windermere Avenue,,Cumberland,BC,V0R 1S0,Has separate phone # 250-331-8577 for Cumberland Health Centre Medical Laboratory,Current,250-336-8531,https://www.health.gov.bc.ca/ccf/survey/index.php/displayfacility/index/165,5211,,Health,Cumberland,Community Educational Facility,,,RACHELW,20240801180237,CUMHC,Canada,ARLC10017,1070045.6028,512219.9268
RLC10019,Delta Hospital,5800 Mountain View Boulevard,,Delta,BC,V4K 3V6,,Current,604-946-1121,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/B/E/delta-hospital,5212,,Hospital,Delta,Community Educational Facility,,,RACHELW,20240801180237,DH,Canada,ARLC10019,1214835.1258,456608.5812
RLC10020,Elk Valley Hospital,1501 5th Avenue,,Fernie,BC,V0B 1M0,,Current,250-423-4453,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Elk%20Valley%20Hospital&svc=&ploc=,5213,,Hospital,Fernie,Community Educational Facility,,,RACHELW,20240801180237,EVH,Canada,ARLC10020,1789829.2373,560868.0351
RLC10021,Stuart Lake Hospital,600 Stuart Drive E,,Fort St. James,BC,V0J 1P0,,Current,250-996-8201,https://www.northernhealth.ca/locations/hospitals/stuart-lake-hospital,5214,,Hospital,Fort St James,Community Educational Facility,,,RACHELW,20240801180237,SLH,Canada,ARLC10021,1113716.0825,1050195.3767
RLC10440,Royal Jubilee Hospital,1952 Bay Street,,Victoria,BC,V8R 1J8,,Current,250-370-8000,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh,5412,,Hospital,,Community Educational Facility,RACHELW,20220513160651,RACHELW,20240801180237,RJH,Canada,ARLC10440,1198178.1984,383405.4669
RLC10088,Woodhaven Eco Culture Centre,969 Raymer Road,,Kelowna,BC,V1W 1K1,Regional District of Central Okanagan,Current,,,4038,Leased to UBC,Academic,,,,,RACHELW,20240801180237,WDECC,Canada,ARLC10088,1469657.8264,554245.1359
RLC10195,Prince George Health Unit,1444 Edmonton Street,,Prince George,BC,V2M 6W5,,Current,,,5324,,Health,,HR,,,RACHELW,20240801180237,PGHLU,Canada,ARLC10195,1212132.5849,994566.1494
RLC10193,Rural Coordination Centre of BC,1665 West Broadway,,Vancouver,BC,V6J 1X1,,Current,,,5122,,Health,,HR,,,RACHELW,20240801180237,RCCBC,Canada,ARLC10193,1208123.3635,476152.975
RLC10376,Tzu Chi Institute,767 West 12th Avenue,,Vancouver,BC,V5Z 1N1,,Current,,,5002,,Health,,HR,GISSTUD1,20190923203718,RACHELW,20240801180237,TZUCI,Canada,ARLC10376,1209681.0108,475849.6867
RLC10048,Penticton Regional Hospital,550 Carmi Avenue,,Penticton,BC,V2A 3G6,,Current,250-492-4000,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Penticton%20Regional%20Hospital&svc=&ploc=,5086,,Hospital,Penticton Regional Hospital,Affiliated Regional Centre,,,RACHELW,20240801180237,PRH,Canada,ARLC10048,1465008.3215,517262.2431
RLC10453,Living Positive Resource Centre,255 Lawrence Avenue,,Kelowna,BC,V1Y 6L2,,Current,,,5420,,Health,,HR,JULIAZ,20231117203336,RACHELW,20240801180959,LVPRC,Canada,ARLC10453,1466684.195,562464.9182
RLC10430,Remote Work Location - Quebec,Remote Work Location - Quebec,,,QC,G1M 1A1,Remote,Current,,,5402,<Null>,Administrative,,,RACHELW,20220124221346,RACHELW,20240801180237,WCBQC1,Canada,ARLC10430,4792596.9727,1745360.8115
RLC10146,Northern Health - Mental Health & Addiction Services,1308 Alward Street,2nd Floor,Prince George,BC,V2M 7B1,,Current,,,5287,,Health,,HR,,,RACHELW,20240801180237,NHMHAS,Canada,ARLC10146,1211847.7873,994655.3699
RLC10154,Strathcona Mental Health Team,"330 Heatley Avenue, Unit 201",,Vancouver,BC,V6A 3G3,,Current,,,5293,,Health,,HR,,,RACHELW,20240801180237,STMHT,Canada,ARLC10154,1211899.0952,478300.4736
RLC10155,Surrey Mental Health Office,13401 108th Avenue,,Surrey,BC,V3T 5T3,,Current,,,5294,,Health,,HR,,,RACHELW,20240801180237,SRMHO,Canada,ARLC10155,1229708.5188,469845.3699
RLC10158,Richmond Child & Youth Mental Health Services,"6100 Bowling Green Road, Unit 200",,Richmond,BC,V6Y 4G2,,Current,,,5296,,Health,,HR,,,RACHELW,20240801180237,RCYMS,Canada,ARLC10158,1208514.9232,465741.4302
RLC10196,Assertive Community Treatment - CR,761 12th Avenue,,Campbell River,BC,V9W 7E1,,Current,,,5325,,Health,,HR,,,RACHELW,20240801180237,ASTCTC,Canada,ARLC10196,1053654.4268,557040.3416
RLC10197,Northeast Mental Health Office,2750 East Hastings Street,,Vancouver,BC,V5K 1Z9,,Current,,,5326,,Health,,HR,,,RACHELW,20240801180237,NEMHO,Canada,ARLC10197,1214920.3597,478327.028
RLC10199,North Shore Community Psychiatric,1350 St. Andrews Avenue,,North Vancouver,BC,V7L 3L4,,Current,,,5327,,Health,,HR,,,RACHELW,20240801180237,NSCMP,Canada,ARLC10199,1213448.2716,482684.9918
RLC10200,Urgent Short Term Assessment & Treatment,1250 Quadra Street,,Victoria,BC,V8W 2K7,,Current,,,5328,,Health,,HR,,,RACHELW,20240801180237,USTAT,Canada,ARLC10200,1195788.9565,382485.3238
RLC10201,Queen Alexandra Centre for Children's Health,2400 Arbutus Road,,VIctoria,BC,V8N 1V7,,Current,,,5329,,Hospital,,Community Educational Facility,,,RACHELW,20240801180237,QAH,Canada,ARLC10201,1199932.7768,387776.5583
RLC10203,Squamish General Hospital,38140 Behrner Drive,,Squamish,BC,V8B 0J3,,Current,,,5330,,Hospital,,Community Educational Facility,,,RACHELW,20240801180237,SGH,Canada,ARLC10203,1206260.0896,524344.1665
RLC10205,Hope Centre,1337 St. Andrews Avenue,,North Vancouver,BC,V7L 0B8,,Current,,,5332,,Health,,HR,,,RACHELW,20240801180237,HOPEC,Canada,ARLC10205,1213389.589,482682.2375
RLC10034,Kimberley Health Centre & Home Support,260 4th Avenue,,Kimberley,BC,V1A 2R6,,Current,250-427-2215,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Kimberley%20Health%20Centre%20%25and%25%20Home%20Support&svc=&ploc=,5225,,Health,Kimberley,Community Educational Facility,,,RACHELW,20240801180237,KHCHS,Canada,ARLC10034,1720385.0555,570259.6213
RLC10035,Kitimat General Hospital and Health Centre,920 Lahakas Boulevard South,,Kitimat,BC,V8C 2S3,,Current,250-632-2121,https://www.northernhealth.ca/locations/hospitals/kitimat-general-hospital-and-health-centre,5226,,Hospital,Kitimat,Community Educational Facility,,,RACHELW,20240801180237,KGHHC,Canada,ARLC10035,827135.8246,1008483.6261
RLC10036,Ladner Centre Medical,5132 Ladner Trunk Road,,Delta,BC,V4K 1W3,,Current,604-940-0917,https://www.findabcdoctor.ca/clinic9.html,5227,,Health,Ladner,Community Educational Facility,,,RACHELW,20240801180237,LADCM,Canada,ARLC10036,1213416.501,457009.8922
RLC10037,Ladysmith Community Health Centre,1111 4th Avenue,,Ladysmith,BC,V9G 1A1,,Current,250-739-5777,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/ladysmith-community-health-centre,5228,,Health,Ladysmith,Community Educational Facility,,,RACHELW,20240801180237,LSCHC,Canada,ARLC10037,1159160.7092,444570.7804
RLC10040,Northern Haida Gwaii Hospital and Health Centre,2520 Harrison Avenue,,Masset,BC,V0T 1M0,,Current,250-626-4700,https://www.northernhealth.ca/locations/hospitals/northern-haida-gwaii-hospital-and-health-centre,5230,,Hospital,Masset,Community Educational Facility,,,RACHELW,20240801180237,NHGHHC,Canada,ARLC10040,598035.5703,1019366.3015
RLC10041,McBride and District Hospital,1136 5th Avenue,,McBride,BC,V0J 2E0,,Current,250-569-2251,https://www.northernhealth.ca/locations/hospitals/mcbride-and-district-hospital,5231,,Hospital,McBride,Community Educational Facility,,,RACHELW,20240801180237,MBDH,Canada,ARLC10041,1387799.9642,937582.9892
RLC10042,Nicola Valley Hospital and Health Centre,3451 Voght Street,,Merritt,BC,V1K 1C6,,Current,250-378-2242,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Nicola%20Valley%20Hospital%20and%20Health%20Centre&svc=&ploc=,5232,,Hospital,Merritt,Community Educational Facility,,,RACHELW,20240801180237,NVHHC,Canada,ARLC10042,1373390.9687,581130.4825
RLC10043,South Cowichan Medical Clinic,"845 Deloume Road, Unit A",,Mill Bay,BC,V0R 2P2,,Current,250-929-0197,https://southcowichanmedicalclinic.ca/,5233,,Health,Mill Bay,Community Educational Facility,,,RACHELW,20240801180237,SOCMC,Canada,ARLC10043,1179949.5276,407037.5274
RLC10097,Chaucer Hall,2250 Wesbrook Mall,,Vancouver,BC,V6T 1W6,,Current,,,5253,UBC (fee simple),Housing,,,,,RACHELW,20240801180237,CHAUC,Canada,ARLC10097,1200815.9848,475906.976
RLC10206,Burnaby Centre for Mental Health & Addiction,3405 Willingdon Avenue,,Burnaby,BC,V5C 3H4,,Current,,,5333,,Health,,HR,,,RACHELW,20240801180237,BYCMH,Canada,ARLC10206,1218146.1167,475470.477
RLC10363,Indian Head Agricultural Research Foundation,"1 Government Road, Box 156",,Indian Head,SK,S0G 2K0,Agriculture and Agri-Food Canada at the Indian Head Research Farm,Current,,,5372,,Academic,,HR,GISSTUD1,20190920224956,RACHELW,20240801180237,IHARF,Canada,ARLC10363,2557276.44,860964.1265
