POI_ID,ADD_ID,PLACENAME,PLACENAME2,ABBREVIATEDPLACENAME,BL_NAME,BL_CLASS,SERVICE_TYPE,PHOTOURL,URL,CONTACT,HOURS,LICENSE,MANAGE,STATUS,LEED,HTML,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,BCN_CODE,BCN_LANDUSE,BCN_NOEMP,BCN_CLASS,LAT,LONG
POI-231,,A&W,,,University Village Pharmacy,,cafe,,http://www.aw.ca/,Phone: (604) 428-0060,Daily: 24hrs,N,UEL,UEL,Services,,,,NIKT,20200716181320,{E7A3C60A-99E0-40B7-A05B-1CAD18EC3CF3},CO3,Commercial,10-15,Legal Entities,-123.243437,49.26647
POI-232,,Blenz,,,University Village Pharmacy,,cafe,,http://blenz.com/,Phone: (604) 559-2618,M-F: 7am - 10pm; Sat/Sun: 8am - 10pm,N,UEL,UEL,Services,,,,NIKT,20200716181320,{CBB16FBB-A738-4D37-9888-14FDA5A40644},CO4,Commercial,10-15,Legal Entities,-123.243576,49.266456
POI-229,,International Food Court,,,University Plaza,,cafe,,,,M-Sun: 10am-10pm,N,UEL,UEL,Services,,,,NIKT,20200716181320,{EE532DE8-A6D9-462E-A8D1-C1261E530E76},CO2,Commercial,10-15,Legal Entities,-123.242809,49.266633
POI-220,,Mini Super,,,University Plaza,,minimart,,http://www.facebook.com/pages/Mini-Super-at-UBC/249485448568472?sk=timeline&amp;ref=page_internal,,,N,UEL,UEL,Retail,,,,NIKT,20200716181320,{87F9A27E-83A9-4BBB-9D0A-A7D9BA6940B5},CO10,Commercial,0-5,Legal Entities,-123.242675,49.266645
POI-221,,Suga Sushi,,,University Plaza,,cafe,,,Phone: (604) 228-9912,"M-F: 11am - 3pm, 5pm - 9pm; Sat: 10am - 9pm",N,UEL,UEL,Services,,,,NIKT,20200716181320,{014F9423-88EC-449A-9168-5E6454E1E6A0},CO2,Commercial,10-15,Legal Entities,-123.242579,49.266697
POI-45,VAD11052,"Kinesiology, School of",,,War Memorial Gymnasium,,faculty/school,,http://kin.educ.ubc.ca/,Phone: (604) 822-9192; Email: ubc.kin@ubc.ca; Fax: (604) 822-6842,,N,UBC,Current,Civic,,,,PLAN,20200708210735,{26A582A1-AD64-4162-AF5E-237F70428690},,,,Academic,-123.247849,49.266702
POI-38,VAD11146,Government Publications and Maps,,,Walter C. Koerner Library,,libraries,,http://guides.library.ubc.ca/maps-atlases,Phone: (604) 822-0645; Email: General Inquiries-chelsea.shriver@ubc.ca,,N,Library,Current,Civic,,,,PLAN,20200708210735,{E475C129-3A9B-48B6-B30C-9BC77A9D29AD},,,,Academic,-123.255136,49.266665
POI-40,VAD11146,Data/GIS Lab,,,Walter C. Koerner Library,,libraries,,http://guides.library.ubc.ca/gis/home,Phone: (604) 822-5587; Email: paul.lesack@ubc.ca,,N,Library,Current,Civic,,,,PLAN,20200708210735,{3871CC03-B1AE-4D2D-B388-B9E8F848A382},,,,Academic,-123.255108,49.266625
POI-44,VAD10259,"Audiology & Speech Sciences, School of",,,Friedman Building,,faculty/school,,http://audiospeech.ubc.ca/,Phone: (604) 822-5591; Email: inquiry@audiospeech.ubc.ca; Fax: (604) 822-6569,,N,UBC,Current,Civic,,,,PLAN,20200708210735,{2E36930C-8F95-4C07-8313-3B89F11A61B8},,,,Academic,-123.246244,49.265385
POI-53,VAD10023,"Library, Archival & Information Studies, School of (iSchool@UBC)",,,Irving K. Barber,,faculty/school,,http://slais.ubc.ca/,Phone: (604) 822-2404; Email: ischool.info@ubc.ca,,N,UBC,Current,Civic,,,,PLAN,20200708210735,{C48C4266-9B95-4DB0-8194-899F2843717E},,,,Academic,-123.252686,49.267529
POI-56,VAD10412,Campus Mail,,,University Services Building,,campus_services,,https://campusmail.ubc.ca/,Phone: (604) 822-9495,M-F: 7am - 4pm,N,UBC,Current,Civic,,,,PLAN,20200708210735,{613C1DB6-FC27-4ADF-9BDE-D365DBC380C4},,,,Academic,-123.253361,49.260699
POI-85,VAD11064,A Perfect 10 Nail Spa,,,The Mews,,commercial_services,,https://www.facebook.com/A-Perfect-10-Nail-Spa-UBC-1694617264103471/ ; http://www.discoverwesbrook.com/posts/a-perfect-10-nail-spa#.XXF90yhKjct,Phone: (604) 738-2279,M-Sat: 10am - 6:30pm; Sun: Closed,Y,Non-UBC,Current,Services,,,,PLAN,20200708210735,{EFA67AA5-F705-4C9D-9268-9DBD00C3ACCA},CO15,Commercial,5-10,Legal Entities,-123.235475,49.254515
POI-91,VAD10078,Careville Health Clinic,,,The Mews,,medical,,https://www.carevilleubc.ca/,Phone: (604) 259-7744; Email: info@careville.ca,M-F: 9am - 5pm; Sat: 9am - 3pm; Sun: Closed,Y,Non-UBC,Current,Civic,,,,PLAN,20200708210735,{4A5C7763-B6DC-4A77-9BD3-F5D1BD75D6AD},SD1,Health,,Urban Facilities,-123.235675,49.254776
POI-100,VAD10071,BierCraft,,,The Mews,,restaurant,,http://biercraft.com/wesbrook-at-ubc/,Phone: (604) 559-2437,M-F: 11am - 12am,Y,Non-UBC,Current,Services,,,,PLAN,20200708210735,{A895F637-D865-4952-87C3-47AB57BB2283},CO2,Commercial,15-20,Legal Entities,-123.235488,49.25427
POI-113,VAD11030,Bento Sushi,,,David Lam Management Research Centre,,cafe,,http://www.food.ubc.ca/place/bento-sushi/,Phone: (604) 822-3256,M-F: 10am - 10pm; Sat & Sun: 10am - 5pm,N,SHHS,Current,Services,,,,PLAN,20200708210735,{1484FE75-8896-407E-93D8-91091644F682},CO2,Commercial,10-15,Legal Entities,-123.254283,49.26578
POI-118,VAD10014,"Business, Sauder School of",,,Henry Angus Building,,faculty/school,,http://www.sauder.ubc.ca/,Phone: (604) 822-8500; Fax: (604) 822-8468,M-F: 8:30am - 4:30pm,N,UBC,Current,Civic,,,,PLAN,20200708210735,{247F67DE-EC59-4A79-A662-78310CE1079D},,,,Academic,-123.253575,49.264917
POI-54,VAD11031,Continuing Studies,,,David Strangway,,faculty/school,,https://cstudies.ubc.ca/,Phone: (604) 822-1444; Email: https://cstudies.ubc.ca/contact-usFax: (604) 822-0388,M-F: 8:30am - 4:30pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210735,{9B911B6B-F484-4994-8C04-46313614279D},,,,Academic,-123.246246,49.265919
POI-60,VAD10479,College of Health Disciplines,,,Woodward - IRC,,department,,,,,N,UBC,Current,Civic,,,,PLAN,20200708210736,{B6F7F5DE-8300-4E7E-8C44-16699FEF93D3},,,,Academic,-123.246926,49.264769
POI-148,VAD10210,"Social Work, School of",,,Jack Bell Building,,faculty/school,,http://socialwork.ubc.ca/,Phone: (604) 822-2255; Fax: (604) 822-8656,,N,UBC,Current,Civic,,,,PLAN,20200708210740,{FFA20459-9444-4D57-8C27-32CD5F2C6E3D},,,,Academic,-123.255098,49.264479
POI-302,VAD10601,Thunderbird Residence Front Desk,Front Desk,,Thunderbird Residence,,housing_student,,http://vancouver.housing.ubc.ca/residences/thunderbird/,Phone: (604) 822-1233; Email: yearround@housing.ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210740,{F939A8C1-1478-47B0-B30F-234A66978EBE},,,,Academic,-123.249316,49.25944
POI-303,VAD10612,Fairiew Crescent Residence Front Desk,Front Desk,,Fairview Crescent Residence,,housing_student,,http://vancouver.housing.ubc.ca/residences/fairview-crescent/,Phone: (604) 822-3172; Email: information@housing.ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210740,{4A532C3E-30EB-48CE-84A0-7243202CE043},,,,Academic,-123.239711,49.263411
POI-144,VAD10230,"Land and Food Systems, Faculty of",,,MacMillan Building,,faculty/school,,http://www.landfood.ubc.ca/,Phone: (604) 822-1219; Email: lfs.dean@ubc.ca,,N,UBC,Current,Services,,,,PLAN,20200708210740,{66970B61-FBF2-4E68-8649-A78A70791729},,,,Academic,-123.251016,49.260978
POI-3,VAD11089,Bao Down ,,,Central,,cafe,,https://baodown.net/,Email: info@baodown.net,Needs Updating,UC,Non-UBC,UC,Services,,,,PLAN,20200708210740,{BCCCC3AA-4C9C-4E54-9669-74B9DD738210},CO2,Commercial,10-15,Legal Entities,-123.247301,49.266235
POI-66,VAD10840,"Awards, Fees and Financial Assistance ",,,Brock Hall,,campus_services,,https://students.ubc.ca/enrolment/finances,Phone: (604) 822-9836; Toll-free: 1-877-272-1422,"M, W-F: 9:30am - 4:00pm; Tue: 10:00am - 4:00pm",N,UBC,Current,,,,,PLAN,20200708210740,{2A34701C-9469-461B-A542-CBC07CE28C49},,,,Academic,-123.252197,49.268632
POI-98,VAD10774,BC Liqour Store,,,Wesbrook Professional Centre,,retail,,http://www.bcliquorstores.com/store/locator/192,Phone: (604) 225-5220,"M, T: 10am - 7pm; W-Sat: 10am - 9pm; Sun: 11am - 6pm",Y,Non-UBC,Current,Retail,,,,PLAN,20200708210740,{C021D04A-A078-4DE2-BC3D-78D7E8E535DB},CO14,Commercial,10-15,Legal Entities,-123.236228,49.254529
POI-196,VAD11023,Bank of Montreal,,,University Village,,bank,,https://branches.bmo.com/bc/vancouver/b0811/,Phone: (604) 665-7076; Fax: (604) 222-4500,M-F: 10am - 5pm,N,UEL,UEL,Services,,,,PLAN,20200708210740,{F52A5421-5A1A-4500-AF33-9A75F12B0E51},CO5,Commercial,10-15,Legal Entities,-123.243405,49.265965
POI-141,VAD11145,YMCA Child Care,YMCA,,Vista Point,,child_care,,https://gv.ymca.ca/Locations/Area-One/UBC/Vista-Point-YMCA-Child-Care,Phone: (604) 320-5818; Email: childcare@gv.ymca.ca; Email: vistapoint@gv.ymca.ca,,Y,Non-UBC,Current,Civic,<Null>,,,PLAN,20200708210741,{1B337C1E-FC47-4B19-BB72-23E63119EC13},BS6,Social welfare,,Urban Facilities,-123.24013,49.261643
POI-309,VAD11095,Totem Park Dining Room,,,Totem Park Residence,,restaurant,,http://www.food.ubc.ca/place/totem-park-dining-room/,Phone: (604) 822-6828,http://www.food.ubc.ca/place/totem-park-dining-room/,N,SHHS,Current,Services,,,,PLAN,20200708210741,{4FD92E04-74DF-426F-BFF9-BF46912ACEF3},CO2,Commercial,15-20,Legal Entities,-123.252812,49.25788
POI-307,VAD10032,Ideas Lunch & Wine Bar,,,"Peter Wall Institute for Advanced Studies, University Centre",,restaurant,,http://www.food.ubc.ca/place/ideas-lunch-wine-bar/,Phone: (604) 822-0968/(604) 822-0968; Email: sage.catering@ubc.ca,M-F: 11am - 2pm; Sat/Sun: Closed,N,SHHS,Current,Services,,,,PLAN,20200708210741,{A1CE2249-04F5-4EFC-A727-6EC36C629DAA},CO2,Commercial,10-15,Legal Entities,-123.256812,49.268851
POI-308,VAD10821,The Point Grill,,,Marine Drive Residence,,restaurant,,http://www.food.ubc.ca/place/pointgrill/,Phone: (604) 822-9503,M-F: 11am - 8pm; Sat/Sun: 11am - 2pm,N,SHHS,Current,Services,,,,PLAN,20200708210741,{0EBF457A-9705-47D1-976A-53C528BA0C34},CO2,Commercial,15-20,Legal Entities,-123.255379,49.26164
POI-314,VAD10889,The Loop Cafe,,,CIRS,,cafe,,http://www.food.ubc.ca/place/loop-cafe/,Phone: (604) 827-3758,M-F: 9am - 2:30pm,N,SHHS,Current,Services,,,,PLAN,20200708210741,{339D1A2F-2767-4F37-A1DE-CE1E6C416C7F},CO4,Commercial,5-10,Legal Entities,-123.253035,49.261883
POI-315,VAD10017,Pacific Poké,,,ICICS/CS,,restaurant,,http://www.food.ubc.ca/place/pacific-poke/,Phone: (604) 822-1992; Email: contact@thepacificpoke.com,M-F: 10:00am - 7pm ,N,SHHS,Current,Services,,,,PLAN,20200708210741,{AC0E71F6-077A-4438-AF78-89B87E33D0A7},CO2,Commercial,5-10,Legal Entities,-123.248605,49.260933
POI-318,VAD10614,RBC,,,Granite Terrace Office,,bank,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/686.jpg,http://www.rbcroyalbank.com/personal.html,Phone: (604) 221-5702,M-Thurs: 9:30am - 7pm; Fri: 9:30am - 6pm; Sat: 9am - 4pm: Sun: Closed,Y,Non-UBC,Current,Services,,,,PLAN,20200708210741,{2736DC8C-C867-46B8-88C8-32666D15AA48},CO5,Commercial,10-15,Legal Entities,-123.235985,49.255009
POI-319,VAD10561,Scotia Bank,,,David Strangway,,bank,,"http://www.scotiabank.com/ca/en/0,,2,00.html",Phone: (604) 225-2265,"Mon,Tues,Wed,Fri: 9:30am - 5pm; Thurs: 9:30am - 6pm; Sat: 9am - 4pm; Sun: Closed",Y,Non-UBC,Current,Services,,,,PLAN,20200708210741,{821C59C5-4E10-4AFD-8151-1320AF17896E},CO5,Commercial,15-20,Legal Entities,-123.246183,49.266044
POI-321,VAD10060,Freshii,,,Mews,,cafe,,https://www.freshii.com/ca/,Phone: (604) 343-4594; Email: 3351wesbrookmall@freshii.com,Tues-Fri: 9am - 8pm; Mon/Sat/Sun: Closed,Y,Non-UBC,Current,Services,,,,PLAN,20200708210741,{6A93F7A8-A89C-4E61-86D3-6D7DC3AA1296},CO4,Commercial,10-15,Legal Entities,-123.235364,49.254396
POI-322,VAD10077,Murchie's Tea and Coffee,,,Mews,,cafe,,http://www.murchies.com/store/,Phone: (604) 222-3355; Email: info@murchies.com,M-Sat: 10am - 6pm; Sun: 11am - 5pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210742,{685B1F91-AD2D-49F1-859C-BC1025364C82},CO4,Commercial,5-10,Legal Entities,-123.235727,49.254838
POI-323,VAD10415,Loafe Cafe,,,Alumni Centre,,cafe,,http://loafecafe.com/,Phone: N/A; Email: info@loafecafe.com,M-F: 8am - 6pm; Sat: 11am - 4pm; Sun: Closed,N,Non-UBC,Current,Services,,,,PLAN,20200708210742,{2A925A18-F368-44AC-8F58-36BC5C894991},CO4,Commercial,10-15,Legal Entities,-123.250173,49.265866
POI-71,VAD10840,Equity and Inclusion Office,,,Brock Hall,,campus_services,,http://equity.ubc.ca/,Phone: (604) 822-6353; Email: info@equity.ubc.ca; Fax: (604) 822-3260,,N,UBC,Current,,,,,PLAN,20200708210736,{0E241587-ABF9-414F-A03E-D161C3C16329},,,,Academic,-123.252197,49.268632
POI-61,VAD11023,Dentistry - Student Advising,,,J.B. Macdonald Building,,campus_services,,,,,N,UBC,Current,Civic,,,,PLAN,20200708210736,{7FAD56F0-E2BE-41E7-8A6C-46832B02EE8E},,,,Academic,-123.245451,49.265512
POI-62,VAD10824,UBC Energy and Water Services,,,Power House,,campus_services,,http://energy.ubc.ca/,Phone: (604) 822-9445,,N,UBC,Current,Civic,,,,PLAN,20200708210736,{9DCACC31-D564-4E05-9FB3-C226DB0FB931},,,,Academic,-123.245104,49.26165
POI-70,VAD10840,Enrolment Services,,,Brock Hall,,campus_services,,https://students.ubc.ca/about-student-services/enrolment-services-professionals-esp#contact-us,Phone: (604) 822-9836,"Mon, Wed, Thurs, Fri: 9:30am - 4pm; Tues: 10am - 4pm",N,UBC,Current,,,,,PLAN,20200708210736,{D3230AAB-A36C-42DF-A72C-73197600D35F},,,,Academic,-123.252197,49.268632
POI-72,VAD10840,Undergraduate Student Services,,,Brock Hall,,campus_services,,https://students.ubc.ca/,,,N,UBC,Current,,,,,PLAN,20200708210736,{50AF1AB6-676C-4EC9-A4A5-57D2D29FB5AA},,,,Academic,-123.252197,49.268632
POI-128,VAD10841,"Arts, Faculty of",,,Buchanan Building,,faculty/school,,https://www.arts.ubc.ca/,Phone: (604) 822-3828; Fax: (604) 822-6096; Email: arts.reception@ubc.ca,,N,UBC,Current,Civic,,,,PLAN,20200708210736,{FA93C9D1-B2DA-4AEC-ACE8-6BDB9635A866},,,,Academic,-123.254922,49.268351
POI-131,VAD11033,Allan McGavin Sports Medicine Centre,,,Djavad Mowafaghian Centre for Brain Health,,campus_services,,http://sportsmedicine.med.ubc.ca/,Phone: (604) 822-3614; Email: amsmcinfo@gmail.com; Fax: (604) 822-9058,,Y,Non-UBC,Current,Services,,,,PLAN,20200708210736,{FC0E38F8-65E6-4B3B-88BF-F8EC6F29DB11},SD2,Health,,Urban Facilities,-123.244421,49.264501
POI-304,VAD10617,Acadia Park Residence Front Desk,Front Desk,,Acadia Community Centre,,housing_student,,http://vancouver.housing.ubc.ca/residences/acadia-park/,Phone: (604) 822-3172; Email: family@housing.ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210736,{713EE463-FDA7-4B63-9B1F-EF5630BB93EF},,,,Academic,-123.237335,49.262587
POI-130,VAD10616,Sprouts,,,AMS Nest,,minimart,,http://www.ubcsprouts.ca/,,M-F: 9:30am - 4:30pm,N,Non-UBC,Current,Retail,,,,PLAN,20200708210736,{6748F4B0-0183-4AA5-800E-057C9DC121FC},CO4,Commercial,0-5,Legal Entities,-123.250105,49.266761
POI-136,VAD10073,Tapestry,,,Tapestry,,seniors,,http://www.discovertapestry.com/our-communities/tapestry-at-wesbrook-village/,Phone: (604) 225-5000,,Y,Non-UBC,Current,Civic,,,,PLAN,20200708210737,{84778721-5ECD-449E-A6C8-EADA9D90937C},BS3,Social welfare,,Urban Facilities,-123.235097,49.254766
POI-172,VAD10616,Safewalk,,,AMS Nest,,campus_services,,http://www.ams.ubc.ca/services/ams-safewalk,safewalk@ams.ubc.ca</br>(604) 822-5355,Regular: 8pm - 2am; Summer: 9pm - 2am,N,AMS,Current,Civic,,,,PLAN,20200708210737,{D2476BD4-E25A-441A-9D97-FA8E503372A0},BS4,Social welfare,,Urban Facilities,-123.249865,49.266446
POI-65,VAD10840,Admissions (Undergraduate) ,,,Brock Hall,,campus_services,,http://you.ubc.ca/applying-ubc/,Phone: (604) 822-8999; Fax: (604) 822-9888,M-F: 9:00am - 4pm; Sat: 9:30am - 2:30pm; Sun: Closed,N,UBC,Current,,,,,PLAN,20200708210737,{FFAF09AC-4820-46BC-9CE1-49ED035AB379},,,,Academic,-123.252197,49.268632
POI-262,VAD10023,Wellness Centre,,,Irving K. Barber,,campus_services,,https://students.ubc.ca/health-wellness/peer-support-wellness-centre,Phone: (604) 822-8450; Email: wellness.centre@ubc.ca,Tues-Thurs: 11am - 3pm,N,UBC,Current,,,,,PLAN,20200708210737,{4ADF73C9-642E-47D4-868D-068D273115C7},BS4,Social welfare,,Urban Facilities,-123.252687,49.267618
POI-169,VAD10616,AMS Confidential Support Services,,,AMS Nest,,campus_services,,https://www.ams.ubc.ca/student-services/speakeasy/,Phone: (604) 822-9246; Email: speak@ams.ubc.ca,M-F: 10am - 6pm,N,AMS,Current,Civic,,,,PLAN,20200708210737,{A322C03B-B9FF-433F-AA7C-AD5AA757F099},BS4,Social welfare,,Urban Facilities,-123.249865,49.266446
POI-222,,McDonald's,,,University Plaza,,cafe,,http://www.mcdonalds.ca/ca/en.html,Phone: (604) 221-2570,Daily: 24hrs,N,UEL,UEL,Services,,,,NIKT,20200716181320,{A6B4ED04-0D19-4506-9D91-9A183E92EC75},CO3,Commercial,10-15,Legal Entities,-123.242512,49.266705
POI-31,VAD10839,Brock Commons Residence Front Desk,Front Desk,,Brock Commons - Tallwood House,,housing_student,,http://vancouver.housing.ubc.ca/residences/brock-commons/,Phone: (604) 822-1020; Email: yearround@housing.ubc.ca,,N,SHHS,Future,Anchor,,,,PLAN,20200708210737,{60DE0EA6-8458-44E6-A215-BC8A7512DABF},,,,Academic,-123.251466,49.269541
POI-224,,H-Mart,,,University Plaza,,minimart,,http://www.hmart.ca/main/frame.php,,,N,UEL,UEL,Retail,,,,NIKT,20200716181320,{FA61C464-2C9E-47F3-BACA-1EA54D64A2C8},CO10,Commercial,5-10,Legal Entities,-123.243084,49.266614
POI-213,,Bubble Waffle Cafe,,,University Plaza,,cafe,,http://www.bubblewafflecafe.ca/,Phone: (604) 563-5444,M-F: 11am - 9pm; Sat/Sun: 12pm - 9pm,N,UEL,UEL,Services,,,,NIKT,20200716181320,{71DB72B2-F92B-4DFA-AB39-8A7781543F85},CO4,Commercial,5-10,Legal Entities,-123.242693,49.266681
POI-64,VAD10840,Centre for Accessibility,,,Brock Hall,,campus_services,,https://students.ubc.ca/about-student-services/centre-for-accessibility,Phone: (604) 822-5844; Email: info.accessibility@ubc.ca; Fax: (604) 822-6655,"Mon, Wed, Fri: 8:30am - 4:30pm; Tues: 8:30am - 5pm; Thurs: 8:30am - 4pm",N,UBC,Current,,,,,PLAN,20200708210737,{41962AED-9967-4D56-983F-6C6226B38BD6},,,,Academic,-123.252197,49.268632
POI-368,VAD10412,Caribou Child Care,Caribou,,University Services Building,,child_care,,http://www.childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,"Office Hours, M-F: 8:30am - 4:30pm",N,SHHS,Current,Civic,<p>Caribou Child Care Services Centre</p>,,,PLAN,20200708210738,{764326D4-29D0-4215-8C1B-146DED736740},BS6,Social welfare,,Urban Facilities,-123.253088,49.260778
POI-149,VAD10103,Hummingbird Child Care,Hummingbird ,,Orchard Commons,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,SHHS,Current,Civic,,,,PLAN,20200708210738,{8518C0BD-93B5-4795-A2A8-19B3163A5FDF},BS6,Social welfare,,Urban Facilities,-123.250562,49.260204
POI-77,VAD10377,UBC Press,University of British Columbia Press,,Ponderosa Annex B,,campus_services,,http://www.ubcpress.ca/index.html,Phone: (604) 822-5959; Email: frontdesk@ubcpress.ca; Fax: (604) 822-6083,,N,UBC,Current,,,,,PLAN,20200708210738,{F5C84360-F903-4C8F-AE21-B31DED2C1AA0},,,,Academic,-123.255966,49.264838
POI-10,VAD10281,Engineering,,,Fred Kaiser,,department,,https://engineering.ubc.ca/,,,N,UBC,Current,Services,,,,PLAN,20200708210739,{9BF73A4C-37EE-4808-B8F4-9E37B83F93A7},,,,Academic,-123.250147,49.262465
POI-13,VAD11030,Robert H. Lee Graduate School ,,,Henry Angus,,department,,http://www.sauder.ubc.ca/About/Place/Robert_H_Lee_Graduate_School,Phone: (604) 822-8500; Fax: (604) 822-8468,,N,UBC,Current,Civic,,,,PLAN,20200708210739,{5E32DEDB-E9FA-46F9-A358-8968F25EE9D6},,,,Academic,-123.254147,49.265619
POI-15,VAD10831,UBC Parking Services,,,Bookstore,,campus_services,,https://parking.ubc.ca/,Phone: (604) 822-6786; Email: parking.support@ubc.ca; Fax: (604) 827-2509,M-F: 9:30am - 5:30pm,N,Parking,Current,Services,,,,PLAN,20200708210739,{5B01C090-F5F0-4199-9FB1-6C81077A13EB},,,,Academic,-123.250699,49.264878
POI-16,VAD10831,UBC Carding Office,,,UBC Bookstore,,campus_services,,http://ubccard.ubc.ca/,Phone: (604) 827-5900; Email: ubc.card@ubc.ca,"Mon,Tues,Thurs,Fri: 9:30am - 5:30pm; Wed: 9:30am - 7pm; Sat: 11am - 5pm",N,UBC,Current,Services,,,,PLAN,20200708210739,{63DB81B7-07BB-4013-A878-DC1B58BF0A43},,,,Academic,-123.250497,49.265269
POI-74,VAD10605,UBC Food Services Administration,,,Marine Drive Residence,,campus_services,,www.food.ubc.ca,Phone: (604) 822-3663; Email: food.services@ubc.ca; Fax: (604) 822-4152,M-F: 8:15am - 5pm,N,SHHS,Current,,,,,PLAN,20200708210739,{BE17ECBD-C8DE-49EE-ADB0-68F642F3FDF6},,,,Academic,-123.255544,49.261147
POI-47,VAD10398,"Journalism, School of",,,Sing Tao Building,,faculty/school,,https://journalism.ubc.ca/,Phone: (604) 822-6688,M-F: 8am - 4pm,N,UBC,Current,Civic,,,,PLAN,20200708210739,{7979FAC0-8C03-4A3F-ADED-94340096B172},,,,Academic,-123.257773,49.267812
POI-43,VAD10282,"Community and Regional Planning, School of (SCARP)",,,Fredric Lasserre Building,,faculty/school,,https://scarp.ubc.ca/,Phone: (604) 822-3276,M-F: 8:30am - 4:30pm,N,UBC,Current,Civic,,,,PLAN,20200708210739,{49CA1B0C-C583-4F1C-B492-DACD1B222F4F},,,,Academic,-123.256062,49.267561
POI-123,VAD10184,"Education, Faculty of",,,Scarfe,,faculty/school,,https://educ.ubc.ca/,Phone: (604) 822-5242; Email: info.educ@ubc.ca,,N,UBC,Current,Civic,,,,PLAN,20200708210739,{6732E241-4A57-49F8-8EE1-DA9C227C1521},,,,Academic,-123.252554,49.26392
POI-121,VAD10180,"Music, School of",,,Music Building,,faculty/school,,https://music.ubc.ca/,Phone: (604) 822-3113; Fax: (604) 822-4884,,N,UBC,Current,Civic,,,,PLAN,20200708210739,{8AF4037E-AD63-4B7D-9125-DE465B908CA7},,,,Academic,-123.256712,49.267447
POI-112,VAD10022,Vancouver School of Economics,,,Iona Building,,faculty/school,,http://economics.ubc.ca/,Phone:(604) 822-2876; Fax:(604) 822-5915,M-F: 7:30am - 9pm; Sat/Sun: Closed,N,UBC,Current,Civic,,,,PLAN,20200708210739,{2F18B92B-C696-4CCD-94D7-6933D311C77A},,,,Academic,-123.250374,49.270995
POI-122,VAD10276,"Forestry, Faculty of",,,Forestry,,faculty/school,,http://www.forestry.ubc.ca/,Phone: (604) 822-2727; Email: for.recep@ubc.ca; Fax: (604) 822-8645,,N,UBC,Current,Services,,,,PLAN,20200708210739,{7B827E0B-22C8-4706-A85A-E5D74BFBA108},,,,Academic,-123.248814,49.260474
POI-124,VAD10479,"Dentistry, Faculty of",,,Woodward - IRC,,faculty/school,,http://www.dentistry.ubc.ca/,Phone: (604) 822-7566; Email: http://www.dentistry.ubc.ca/contact-form/?dept=DMD,,N,UBC,Current,Civic,,,,PLAN,20200708210740,{49C2917F-3BE5-468A-84F8-C4B38A1E02F0},,,,Academic,-123.246729,49.264799
POI-125,VAD10490,"Law, Peter A. Allard School of",,,Allard Hall,,faculty/school,,http://www.allard.ubc.ca,Phone: (604) 822-3151; Fax: (604) 822-8108,M-F: 8:30am - 4:30pm,N,UBC,Current,Civic,,,,PLAN,20200708210740,{2562E568-1FBA-4208-96F7-3508709D2C5D},,,,Academic,-123.253515,49.269948
POI-301,VAD11095,Totem Park Residence Front Desk,Front Desk,,Totem Park Residence,,housing_student,,http://vancouver.housing.ubc.ca/residences/totem-park/,Phone: (604) 822-3304; Email: information@housing.ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210740,{1D24987D-9B27-4382-AB14-A84C6705F909},,,,Academic,-123.253011,49.25803
POI-41,VAD10282,"Architecture & Landscape Architecture, School of (SALA)",,,Fredric Lasserre Building,,faculty/school,,https://sala.ubc.ca/,Phone: (604) 827-7252,,N,UBC,Current,Civic,,,,PLAN,20200708210734,{8D4F6672-E7DE-4F5E-A9DF-187BCA220A21},,,,Academic,-123.255948,49.267604
POI-353,VAD10810,Asian Library,,,Asian Centre,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/046.jpg,http://asian.library.ubc.ca,Circulation Desk: (604) 822-2427; Email: asian.library@ubc.ca; Fax: (604) 822-0650,M-F: 9am - 5pm; Sat: 12pm - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210734,{C9E93CEB-0115-4626-BF77-0356E041AA54},CU2,Cultural,,Urban Facilities,-123.258544,49.266727
POI-207,VAD10891,University VIllage Medical Clinic,,,University Village,,medical,,http://www.universityvillageclinic.com/,Phone: (604) 222-2273,,N,UEL,UEL,Civic,,,,PLAN,20200708210734,{B258A2B3-E108-4171-9ECC-5E1C67BE0863},SD1,Health,,Urban Facilities,-123.242255,49.266342
POI-20,VAD10021,International Student Development,,,International House,,campus_services,,https://students.ubc.ca/about-student-services/international-student-development,Phone: (604) 822-5021; Email: isa@students.ubc.ca/international.house@ubc.ca; Fax: (604) 822-5099,M-F: 1pm - 4pm; Sat/Sun: Closed,N,UBC,Current,,,,,PLAN,20200708210734,{53889883-7C1E-4E56-A414-631ECF5EC12F},,,,Academic,-123.258968,49.267803
